Item	Subject	Block	Stimuli	Context	Correct	Response	RT	RT_log	Lg_Heard	Main_Context	Group
A5988	BE_85	Block3	Stim07	S	0	CS	976	2.989449818	Sp	ML	supsw
A5989	BE_25	Block3	Stim20	S	1	ML	1068	3.028571253	Sp	ML	nonsw
A5990	BE_85	Block3	Stim08	S	0	CS	2659	3.424718337	Sp	ML	supsw
A5991	BE_25	Block3	Stim25	S	1	ML	813	2.910090546	Sp	ML	nonsw
A5992	BE_85	Block3	Stim10	S	1	ML	939	2.972665592	Sp	ML	supsw
A5993	BE_25	Block3	Stim31	S	1	ML	485	2.685741739	Sp	ML	nonsw
A5994	BE_85	Block3	Stim12	S	1	ML	522	2.717670503	Sp	ML	supsw
A5995	BE_25	Block3	Stim07	S	1	ML	939	2.972665592	Sp	ML	nonsw
A5996	BE_85	Block3	Stim25	S	1	ML	737	2.867467488	Sp	ML	supsw
A5997	BE_25	Block3	Stim08	S	1	ML	447	2.650307523	Sp	ML	nonsw
A5998	BE_85	Block3	Stim31	S	1	ML	2236	3.349471799	Sp	ML	supsw
A5999	BE_25	Block3	Stim09	S	1	ML	393	2.59439255	Sp	ML	nonsw
A6000	BE_85	Block3	Stim09	S	1	ML	539	2.731588765	Sp	ML	supsw
A6001	BE_25	Block4	Stim01	CSES	0	ML	309	2.489958479	Eng	CS	nonsw
A6002	BE_85	Block4	Stim01	CSES	0	ML	470	2.672097858	Eng	CS	supsw
A6003	BE_25	Block4	Stim17	CSES	0	ML	315	2.498310554	Eng	CS	nonsw
A6004	BE_85	Block4	Stim17	CSES	0	ML	651	2.813580989	Eng	CS	supsw
A6005	BE_25	Block4	Stim02	CSES	0	ML	233	2.367355921	Eng	CS	nonsw
A6006	BE_85	Block4	Stim21	CSES	0	ML	1290	3.11058971	Eng	CS	supsw
A6007	BE_25	Block4	Stim21	CSES	0	ML	746	2.872738827	Eng	CS	nonsw
A6008	BE_85	Block4	Stim26	CSES	0	ML	2492	3.396548038	Eng	CS	supsw
A6009	BE_25	Block4	Stim26	CSES	0	ML	358	2.553883027	Eng	CS	nonsw
A6010	BE_85	Block4	Stim27	CSES	0	ML	1027	3.011570444	Eng	CS	supsw
A6011	BE_25	Block4	Stim27	CSES	0	ML	290	2.462397998	Eng	CS	nonsw
A6012	BE_85	Block4	Stim03	CSES	0	ML	283	2.451786436	Eng	CS	supsw
A6013	BE_25	Block4	Stim28	CSES	0	ML	397	2.598790507	Eng	CS	nonsw
A6014	BE_85	Block4	Stim02	CSES	1	CS	2463	3.391464412	Eng	CS	supsw
A6015	BE_25	Block4	Stim29	CSES	0	ML	312	2.494154594	Eng	CS	nonsw
A6016	BE_85	Block4	Stim28	CSES	1	CS	2163	3.335056519	Eng	CS	supsw
A6017	BE_25	Block4	Stim03	CSES	0	ML	260	2.414973348	Eng	CS	nonsw
A6018	BE_85	Block4	Stim29	CSES	1	CS	890	2.949390007	Eng	CS	supsw
A6019	BE_25	Block4	Stim32	CSES	0	ML	299	2.475671188	Eng	CS	nonsw
A6020	BE_85	Block4	Stim32	CSES	1	CS	517	2.713490543	Eng	CS	supsw
A6021	BE_25	Block4	Stim13	CSSE	0	ML	296	2.471291711	Sp	CS	nonsw
A6022	BE_85	Block4	Stim13	CSSE	1	CS	2199	3.342225229	Sp	CS	supsw
A6023	BE_25	Block4	Stim18	CSSE	1	CS	514	2.710963119	Sp	CS	nonsw
A6024	BE_85	Block4	Stim23	CSSE	1	CS	4577	3.660580912	Sp	CS	supsw
A6025	BE_25	Block4	Stim22	CSSE	1	CS	541	2.733197265	Sp	CS	nonsw
A6026	BE_85	Block4	Stim05	CSSE	1	CS	1490	3.173186268	Sp	CS	supsw
A6027	BE_25	Block4	Stim23	CSSE	0	ML	220	2.342422681	Sp	CS	nonsw
A6028	BE_85	Block4	Stim06	CSSE	1	CS	1528	3.184123354	Sp	CS	supsw
A6029	BE_25	Block4	Stim24	CSSE	0	ML	475	2.67669361	Sp	CS	nonsw
A6030	BE_85	Block4	Stim18	CSSE	0	ML	2795	3.446381812	Sp	CS	supsw
A6031	BE_25	Block4	Stim30	CSSE	0	ML	1008	3.003460532	Sp	CS	nonsw
A6032	BE_85	Block4	Stim22	CSSE	0	ML	502	2.700703717	Sp	CS	supsw
A6033	BE_25	Block4	Stim36	CSSE	0	ML	252	2.401400541	Sp	CS	nonsw
A6034	BE_85	Block4	Stim24	CSSE	0	ML	2095	3.321184027	Sp	CS	supsw
A6035	BE_25	Block4	Stim04	CSSE	0	ML	282	2.450249108	Sp	CS	nonsw
A6036	BE_85	Block4	Stim30	CSSE	0	ML	1057	3.024074987	Sp	CS	supsw
A6037	BE_25	Block4	Stim05	CSSE	0	ML	1744	3.241546481	Sp	CS	nonsw
A6038	BE_85	Block4	Stim36	CSSE	0	ML	734	2.86569606	Sp	CS	supsw
A6039	BE_25	Block4	Stim06	CSSE	0	ML	1057	3.024074987	Sp	CS	nonsw
A6040	BE_85	Block4	Stim04	CSSE	0	ML	618	2.790988475	Sp	CS	supsw
A6041	BE_25	Block4	Stim14	E	1	ML	246	2.390935107	Eng	ML	nonsw
A6042	BE_85	Block4	Stim14	E	1	ML	329	2.517195898	Eng	ML	supsw
A6043	BE_25	Block4	Stim15	E	1	ML	301	2.478566496	Eng	ML	nonsw
A6044	BE_85	Block4	Stim15	E	1	ML	389	2.589949601	Eng	ML	supsw
A6045	BE_25	Block4	Stim16	E	1	ML	759	2.880241776	Eng	ML	nonsw
A6046	BE_85	Block4	Stim16	E	1	ML	1236	3.092018471	Eng	ML	supsw
A6047	BE_25	Block4	Stim33	E	1	ML	1125	3.051152522	Eng	ML	nonsw
A6048	BE_85	Block4	Stim33	E	1	ML	1621	3.209783015	Eng	ML	supsw
A6049	BE_25	Block4	Stim34	E	1	ML	925	2.966141733	Eng	ML	nonsw
A6050	BE_85	Block4	Stim34	E	1	ML	414	2.617000341	Eng	ML	supsw
A6051	BE_25	Block4	Stim35	E	1	ML	927	2.967079734	Eng	ML	nonsw
A6052	BE_85	Block4	Stim35	E	1	ML	1106	3.043755127	Eng	ML	supsw
A6053	BE_25	Block4	Stim37	E	1	ML	1171	3.068556895	Eng	ML	nonsw
A6054	BE_85	Block4	Stim37	E	1	ML	935	2.970811611	Eng	ML	supsw
A6055	BE_25	Block4	Stim38	E	1	ML	268	2.428134794	Eng	ML	nonsw
A6056	BE_85	Block4	Stim38	E	1	ML	2703	3.431846046	Eng	ML	supsw
A6057	BE_25	Block4	Stim39	E	1	ML	800	2.903089987	Eng	ML	nonsw
A6058	BE_85	Block4	Stim39	E	0	CS	1084	3.035029282	Eng	ML	supsw
A6059	BE_25	Block4	Stim40	E	1	ML	349	2.542825427	Eng	ML	nonsw
A6060	BE_85	Block4	Stim40	E	0	CS	953	2.979092901	Eng	ML	supsw
A6061	BE_25	Block4	Stim10	S	1	ML	292	2.465382851	Sp	ML	nonsw
A6062	BE_85	Block4	Stim10	S	0	CS	700	2.84509804	Sp	ML	supsw
A6063	BE_25	Block4	Stim11	S	1	ML	335	2.525044807	Sp	ML	nonsw
A6064	BE_85	Block4	Stim11	S	0	CS	1231	3.090258053	Sp	ML	supsw
A6065	BE_25	Block4	Stim12	S	1	ML	271	2.432969291	Sp	ML	nonsw
A6066	BE_85	Block4	Stim20	S	0	CS	745	2.872156273	Sp	ML	supsw
A6067	BE_25	Block4	Stim19	S	1	ML	262	2.418301291	Sp	ML	nonsw
A6068	BE_85	Block4	Stim07	S	0	CS	427	2.630427875	Sp	ML	supsw
A6069	BE_25	Block4	Stim20	S	1	ML	1425	3.153814864	Sp	ML	nonsw
A6070	BE_85	Block4	Stim09	S	0	CS	653	2.814913181	Sp	ML	supsw
A6071	BE_25	Block4	Stim25	S	1	ML	340	2.531478917	Sp	ML	nonsw
A6072	BE_85	Block4	Stim12	S	1	ML	1006	3.002597981	Sp	ML	supsw
A6073	BE_25	Block4	Stim31	S	1	ML	729	2.862727528	Sp	ML	nonsw
A6074	BE_85	Block4	Stim19	S	1	ML	1159	3.064083436	Sp	ML	supsw
A6075	BE_25	Block4	Stim07	S	1	ML	152	2.181843588	Sp	ML	nonsw
A6076	BE_85	Block4	Stim25	S	1	ML	1974	3.295347148	Sp	ML	supsw
A6077	BE_25	Block4	Stim08	S	1	ML	202	2.305351369	Sp	ML	nonsw
A6078	BE_85	Block4	Stim31	S	1	ML	1035	3.01494035	Sp	ML	supsw
A6079	BE_25	Block4	Stim09	S	1	ML	204	2.309630167	Sp	ML	nonsw
A6080	BE_85	Block4	Stim08	S	1	ML	1018	3.007747778	Sp	ML	supsw
A6081	BE_26	Block1	Stim01	CSES	0	ML	1188	3.074816441	Eng	CS	nonsw
A6082	BE_86 	Block1	Stim17	CSES	0	ML	3482	3.541828767	Eng	CS	supsw
A6083	BE_26	Block1	Stim17	CSES	0	ML	1775	3.249198357	Eng	CS	nonsw
A6084	BE_86 	Block1	Stim02	CSES	0	ML	1469	3.167021796	Eng	CS	supsw
A6085	BE_26	Block1	Stim02	CSES	0	ML	2081	3.31827208	Eng	CS	nonsw
A6086	BE_86 	Block1	Stim21	CSES	0	ML	791	2.898176483	Eng	CS	supsw
A6087	BE_26	Block1	Stim21	CSES	0	ML	3953	3.596926814	Eng	CS	nonsw
A6088	BE_86 	Block1	Stim26	CSES	0	ML	1750	3.243038049	Eng	CS	supsw
A6089	BE_26	Block1	Stim26	CSES	0	ML	966	2.984977126	Eng	CS	nonsw
A6090	BE_86 	Block1	Stim27	CSES	0	ML	3192	3.504062883	Eng	CS	supsw
A6091	BE_26	Block1	Stim27	CSES	0	ML	3826	3.582744966	Eng	CS	nonsw
A6092	BE_86 	Block1	Stim28	CSES	0	ML	1284	3.108565024	Eng	CS	supsw
A6093	BE_26	Block1	Stim28	CSES	0	ML	713	2.85308953	Eng	CS	nonsw
A6094	BE_86 	Block1	Stim32	CSES	0	ML	1001	3.000434077	Eng	CS	supsw
A6095	BE_26	Block1	Stim29	CSES	0	ML	1365	3.135132651	Eng	CS	nonsw
A6096	BE_86 	Block1	Stim01	CSES	1	CS	2446	3.388456453	Eng	CS	supsw
A6097	BE_26	Block1	Stim03	CSES	1	CS	1535	3.18610838	Eng	CS	nonsw
A6098	BE_86 	Block1	Stim29	CSES	1	CS	1076	3.031812271	Eng	CS	supsw
A6099	BE_26	Block1	Stim32	CSES	0	ML	1658	3.219584526	Eng	CS	nonsw
A6100	BE_86 	Block1	Stim03	CSES	1	CS	3572	3.55291145	Eng	CS	supsw
A6101	BE_26	Block1	Stim13	CSSE	1	CS	2684	3.428782511	Sp	CS	nonsw
A6102	BE_86 	Block1	Stim18	CSSE	1	CS	787	2.895974732	Sp	CS	supsw
A6103	BE_26	Block1	Stim18	CSSE	1	CS	1059	3.02489596	Sp	CS	nonsw
A6104	BE_86 	Block1	Stim24	CSSE	1	CS	1020	3.008600172	Sp	CS	supsw
A6105	BE_26	Block1	Stim22	CSSE	0	ML	1238	3.092720645	Sp	CS	nonsw
A6106	BE_86 	Block1	Stim36	CSSE	1	CS	1394	3.144262774	Sp	CS	supsw
A6107	BE_26	Block1	Stim23	CSSE	0	ML	1149	3.060320029	Sp	CS	nonsw
A6108	BE_86 	Block1	Stim04	CSSE	1	CS	1598	3.203576775	Sp	CS	supsw
A6109	BE_26	Block1	Stim24	CSSE	0	ML	2689	3.429590802	Sp	CS	nonsw
A6110	BE_86 	Block1	Stim05	CSSE	1	CS	962	2.983175072	Sp	CS	supsw
A6111	BE_26	Block1	Stim30	CSSE	1	CS	3810	3.580924976	Sp	CS	nonsw
A6112	BE_86 	Block1	Stim06	CSSE	1	CS	1406	3.147985321	Sp	CS	supsw
A6113	BE_26	Block1	Stim36	CSSE	0	ML	1059	3.02489596	Sp	CS	nonsw
A6114	BE_86 	Block1	Stim13	CSSE	0	ML	933	2.969881644	Sp	CS	supsw
A6115	BE_26	Block1	Stim04	CSSE	0	ML	2240	3.350248018	Sp	CS	nonsw
A6116	BE_86 	Block1	Stim22	CSSE	0	ML	2569	3.409764104	Sp	CS	supsw
A6117	BE_26	Block1	Stim05	CSSE	0	ML	1297	3.112939976	Sp	CS	nonsw
A6118	BE_86 	Block1	Stim23	CSSE	0	ML	2741	3.437909036	Sp	CS	supsw
A6119	BE_26	Block1	Stim06	CSSE	1	CS	3325	3.52179165	Sp	CS	nonsw
A6120	BE_86 	Block1	Stim30	CSSE	0	ML	1683	3.226084116	Sp	CS	supsw
A6121	BE_26	Block1	Stim14	E	1	ML	1221	3.086715664	Eng	ML	nonsw
A6122	BE_86 	Block1	Stim14	E	1	ML	1426	3.154119526	Eng	ML	supsw
A6123	BE_26	Block1	Stim15	E	1	ML	1528	3.184123354	Eng	ML	nonsw
A6124	BE_86 	Block1	Stim16	E	1	ML	1283	3.108226656	Eng	ML	supsw
A6125	BE_26	Block1	Stim16	E	1	ML	1333	3.124830149	Eng	ML	nonsw
A6126	BE_86 	Block1	Stim33	E	1	ML	3292	3.517459827	Eng	ML	supsw
A6127	BE_26	Block1	Stim33	E	0	CS	623	2.794488047	Eng	ML	nonsw
A6128	BE_86 	Block1	Stim34	E	1	ML	1569	3.195622944	Eng	ML	supsw
A6129	BE_26	Block1	Stim34	E	1	ML	1485	3.171726454	Eng	ML	nonsw
A6130	BE_86 	Block1	Stim35	E	1	ML	1940	3.28780173	Eng	ML	supsw
A6131	BE_26	Block1	Stim35	E	1	ML	2259	3.353916231	Eng	ML	nonsw
A6132	BE_86 	Block1	Stim38	E	1	ML	3804	3.580240508	Eng	ML	supsw
A6133	BE_26	Block1	Stim37	E	1	ML	2637	3.42111013	Eng	ML	nonsw
A6134	BE_86 	Block1	Stim15	E	0	CS	1485	3.171726454	Eng	ML	supsw
A6135	BE_26	Block1	Stim38	E	1	ML	1242	3.094121596	Eng	ML	nonsw
A6136	BE_86 	Block1	Stim37	E	0	CS	3438	3.536305872	Eng	ML	supsw
A6137	BE_26	Block1	Stim39	E	1	ML	2607	3.416141031	Eng	ML	nonsw
A6138	BE_86 	Block1	Stim39	E	0	CS	2721	3.434728542	Eng	ML	supsw
A6139	BE_26	Block1	Stim40	E	1	ML	1034	3.014520539	Eng	ML	nonsw
A6140	BE_86 	Block1	Stim40	E	0	CS	696	2.84260924	Eng	ML	supsw
A6141	BE_26	Block1	Stim10	S	1	ML	20804	4.318146845	Sp	ML	nonsw
A6142	BE_86 	Block1	Stim10	S	0	CS	1971	3.294686624	Sp	ML	supsw
A6143	BE_26	Block1	Stim11	S	1	ML	1915	3.282168778	Sp	ML	nonsw
A6144	BE_86 	Block1	Stim19	S	0	CS	1109	3.044931546	Sp	ML	supsw
A6145	BE_26	Block1	Stim12	S	0	CS	7908	3.898066661	Sp	ML	nonsw
A6146	BE_86 	Block1	Stim20	S	0	CS	3519	3.546419267	Sp	ML	supsw
A6147	BE_26	Block1	Stim19	S	1	ML	2100	3.322219295	Sp	ML	nonsw
A6148	BE_86 	Block1	Stim08	S	0	CS	1592	3.201943063	Sp	ML	supsw
A6149	BE_26	Block1	Stim20	S	1	ML	868	2.938519725	Sp	ML	nonsw
A6150	BE_86 	Block1	Stim11	S	1	ML	842	2.925312091	Sp	ML	supsw
A6151	BE_26	Block1	Stim25	S	1	ML	3032	3.481729197	Sp	ML	nonsw
A6152	BE_86 	Block1	Stim12	S	1	ML	2187	3.339848783	Sp	ML	supsw
A6153	BE_26	Block1	Stim31	S	1	ML	1991	3.29907126	Sp	ML	nonsw
A6154	BE_86 	Block1	Stim25	S	1	ML	4034	3.605735894	Sp	ML	supsw
A6155	BE_26	Block1	Stim07	S	1	ML	2190	3.340444115	Sp	ML	nonsw
A6156	BE_86 	Block1	Stim31	S	1	ML	3155	3.498999364	Sp	ML	supsw
A6157	BE_26	Block1	Stim08	S	1	ML	1486	3.172018809	Sp	ML	nonsw
A6158	BE_86 	Block1	Stim07	S	1	ML	1133	3.05422991	Sp	ML	supsw
A6159	BE_26	Block1	Stim09	S	1	ML	6282	3.798097932	Sp	ML	nonsw
A6160	BE_86 	Block1	Stim09	S	1	ML	1337	3.126131407	Sp	ML	supsw
A6161	BE_26	Block2	Stim01	CSES	0	ML	2518	3.401055726	Eng	CS	nonsw
A6162	BE_86 	Block2	Stim01	CSES	0	ML	1009	3.003891166	Eng	CS	supsw
A6163	BE_26	Block2	Stim17	CSES	0	ML	1205	3.080987047	Eng	CS	nonsw
A6164	BE_86 	Block2	Stim17	CSES	0	ML	1220	3.086359831	Eng	CS	supsw
A6165	BE_26	Block2	Stim02	CSES	1	CS	2710	3.432969291	Eng	CS	nonsw
A6166	BE_86 	Block2	Stim02	CSES	0	ML	3148	3.498034724	Eng	CS	supsw
A6167	BE_26	Block2	Stim21	CSES	0	ML	668	2.824776462	Eng	CS	nonsw
A6168	BE_86 	Block2	Stim26	CSES	0	ML	1715	3.234264124	Eng	CS	supsw
A6169	BE_26	Block2	Stim26	CSES	0	ML	308	2.488550717	Eng	CS	nonsw
A6170	BE_86 	Block2	Stim03	CSES	0	ML	1277	3.106190897	Eng	CS	supsw
A6171	BE_26	Block2	Stim27	CSES	1	CS	6131	3.787531316	Eng	CS	nonsw
A6172	BE_86 	Block2	Stim21	CSES	1	CS	591	2.771587481	Eng	CS	supsw
A6173	BE_26	Block2	Stim28	CSES	0	ML	2341	3.369401414	Eng	CS	nonsw
A6174	BE_86 	Block2	Stim27	CSES	1	CS	1165	3.066325925	Eng	CS	supsw
A6175	BE_26	Block2	Stim29	CSES	0	ML	3236	3.510008513	Eng	CS	nonsw
A6176	BE_86 	Block2	Stim28	CSES	1	CS	1096	3.039810554	Eng	CS	supsw
A6177	BE_26	Block2	Stim03	CSES	1	CS	329	2.517195898	Eng	CS	nonsw
A6178	BE_86 	Block2	Stim29	CSES	1	CS	1622	3.21005085	Eng	CS	supsw
A6179	BE_26	Block2	Stim32	CSES	0	ML	519	2.715167358	Eng	CS	nonsw
A6180	BE_86 	Block2	Stim32	CSES	1	CS	1158	3.063708559	Eng	CS	supsw
A6181	BE_26	Block2	Stim13	CSSE	0	ML	4626	3.665205628	Sp	CS	nonsw
A6182	BE_86 	Block2	Stim13	CSSE	1	CS	1592	3.201943063	Sp	CS	supsw
A6183	BE_26	Block2	Stim18	CSSE	1	CS	3827	3.582858462	Sp	CS	nonsw
A6184	BE_86 	Block2	Stim23	CSSE	1	CS	1873	3.272537777	Sp	CS	supsw
A6185	BE_26	Block2	Stim22	CSSE	0	ML	2938	3.468051791	Sp	CS	nonsw
A6186	BE_86 	Block2	Stim24	CSSE	1	CS	444	2.64738297	Sp	CS	supsw
A6187	BE_26	Block2	Stim23	CSSE	0	ML	1847	3.266466895	Sp	CS	nonsw
A6188	BE_86 	Block2	Stim30	CSSE	1	CS	923	2.965201701	Sp	CS	supsw
A6189	BE_26	Block2	Stim24	CSSE	1	CS	2866	3.457276186	Sp	CS	nonsw
A6190	BE_86 	Block2	Stim36	CSSE	1	CS	2841	3.453471234	Sp	CS	supsw
A6191	BE_26	Block2	Stim30	CSSE	1	CS	2040	3.309630167	Sp	CS	nonsw
A6192	BE_86 	Block2	Stim04	CSSE	1	CS	3494	3.543322901	Sp	CS	supsw
A6193	BE_26	Block2	Stim36	CSSE	0	ML	1417	3.15136985	Sp	CS	nonsw
A6194	BE_86 	Block2	Stim05	CSSE	1	CS	1946	3.289142836	Sp	CS	supsw
A6195	BE_26	Block2	Stim04	CSSE	0	ML	2074	3.316808752	Sp	CS	nonsw
A6196	BE_86 	Block2	Stim06	CSSE	1	CS	4380	3.641474111	Sp	CS	supsw
A6197	BE_26	Block2	Stim05	CSSE	0	ML	1015	3.006466042	Sp	CS	nonsw
A6198	BE_86 	Block2	Stim18	CSSE	0	ML	1826	3.261500773	Sp	CS	supsw
A6199	BE_26	Block2	Stim06	CSSE	0	ML	756	2.878521796	Sp	CS	nonsw
A6200	BE_86 	Block2	Stim22	CSSE	0	ML	1592	3.201943063	Sp	CS	supsw
A6201	BE_26	Block2	Stim14	E	1	ML	4040	3.606381365	Eng	ML	nonsw
A6202	BE_86 	Block2	Stim15	E	1	ML	1423	3.1532049	Eng	ML	supsw
A6203	BE_26	Block2	Stim15	E	1	ML	715	2.854306042	Eng	ML	nonsw
A6204	BE_86 	Block2	Stim16	E	1	ML	1494	3.174350597	Eng	ML	supsw
A6205	BE_26	Block2	Stim16	E	1	ML	837	2.922725458	Eng	ML	nonsw
A6206	BE_86 	Block2	Stim35	E	1	ML	2135	3.329397879	Eng	ML	supsw
A6207	BE_26	Block2	Stim33	E	0	CS	3959	3.597585502	Eng	ML	nonsw
A6208	BE_86 	Block2	Stim37	E	1	ML	1057	3.024074987	Eng	ML	supsw
A6209	BE_26	Block2	Stim34	E	1	ML	1344	3.128399269	Eng	ML	nonsw
A6210	BE_86 	Block2	Stim38	E	1	ML	1258	3.099680641	Eng	ML	supsw
A6211	BE_26	Block2	Stim35	E	1	ML	473	2.674861141	Eng	ML	nonsw
A6212	BE_86 	Block2	Stim40	E	1	ML	1107	3.044147621	Eng	ML	supsw
A6213	BE_26	Block2	Stim37	E	1	ML	450	2.653212514	Eng	ML	nonsw
A6214	BE_86 	Block2	Stim14	E	0	CS	902	2.955206538	Eng	ML	supsw
A6215	BE_26	Block2	Stim38	E	1	ML	331	2.519827994	Eng	ML	nonsw
A6216	BE_86 	Block2	Stim33	E	0	CS	1039	3.016615548	Eng	ML	supsw
A6217	BE_26	Block2	Stim39	E	1	ML	954	2.979548375	Eng	ML	nonsw
A6218	BE_86 	Block2	Stim34	E	0	CS	1489	3.172894698	Eng	ML	supsw
A6219	BE_26	Block2	Stim40	E	1	ML	1454	3.162564407	Eng	ML	nonsw
A6220	BE_86 	Block2	Stim39	E	0	CS	1607	3.206015877	Eng	ML	supsw
A6221	BE_26	Block2	Stim10	S	1	ML	2769	3.442322956	Sp	ML	nonsw
A6222	BE_86 	Block2	Stim10	S	0	CS	3199	3.50501424	Sp	ML	supsw
A6223	BE_26	Block2	Stim11	S	1	ML	678	2.831229694	Sp	ML	nonsw
A6224	BE_86 	Block2	Stim12	S	0	CS	1195	3.077367905	Sp	ML	supsw
A6225	BE_26	Block2	Stim12	S	1	ML	1300	3.113943352	Sp	ML	nonsw
A6226	BE_86 	Block2	Stim19	S	0	CS	2604	3.41564098	Sp	ML	supsw
A6227	BE_26	Block2	Stim19	S	1	ML	1752	3.243534102	Sp	ML	nonsw
A6228	BE_86 	Block2	Stim31	S	0	CS	2058	3.31344537	Sp	ML	supsw
A6229	BE_26	Block2	Stim20	S	1	ML	1517	3.180985581	Sp	ML	nonsw
A6230	BE_86 	Block2	Stim07	S	0	CS	831	2.919601024	Sp	ML	supsw
A6231	BE_26	Block2	Stim25	S	1	ML	961	2.982723388	Sp	ML	nonsw
A6232	BE_86 	Block2	Stim08	S	0	CS	1229	3.089551883	Sp	ML	supsw
A6233	BE_26	Block2	Stim31	S	1	ML	3653	3.562649672	Sp	ML	nonsw
A6234	BE_86 	Block2	Stim11	S	1	ML	784	2.894316063	Sp	ML	supsw
A6235	BE_26	Block2	Stim07	S	1	ML	9702	3.98686127	Sp	ML	nonsw
A6236	BE_86 	Block2	Stim20	S	1	ML	2630	3.419955748	Sp	ML	supsw
A6237	BE_26	Block2	Stim08	S	1	ML	2654	3.423900919	Sp	ML	nonsw
A6238	BE_86 	Block2	Stim25	S	1	ML	1888	3.27600199	Sp	ML	supsw
A6239	BE_26	Block2	Stim09	S	1	ML	5582	3.746789832	Sp	ML	nonsw
A6240	BE_86 	Block2	Stim09	S	1	ML	2031	3.307709923	Sp	ML	supsw
A6241	BE_26	Block3	Stim01	CSES	0	ML	662	2.820857989	Eng	CS	nonsw
A6242	BE_86 	Block3	Stim01	CSES	0	ML	864	2.936513742	Eng	CS	supsw
A6243	BE_26	Block3	Stim17	CSES	0	ML	1972	3.294906911	Eng	CS	nonsw
A6244	BE_86 	Block3	Stim17	CSES	0	ML	1308	3.116607744	Eng	CS	supsw
A6245	BE_26	Block3	Stim02	CSES	0	ML	1254	3.098297536	Eng	CS	nonsw
A6246	BE_86 	Block3	Stim02	CSES	0	ML	1366	3.135450699	Eng	CS	supsw
A6247	BE_26	Block3	Stim21	CSES	0	ML	286	2.456366033	Eng	CS	nonsw
A6248	BE_86 	Block3	Stim21	CSES	0	ML	1388	3.142389466	Eng	CS	supsw
A6249	BE_26	Block3	Stim26	CSES	0	ML	887	2.94792362	Eng	CS	nonsw
A6250	BE_86 	Block3	Stim26	CSES	0	ML	736	2.866877814	Eng	CS	supsw
A6251	BE_26	Block3	Stim27	CSES	0	ML	346	2.539076099	Eng	CS	nonsw
A6252	BE_86 	Block3	Stim32	CSES	0	ML	2439	3.3872118	Eng	CS	supsw
A6253	BE_26	Block3	Stim28	CSES	0	ML	1091	3.037824751	Eng	CS	nonsw
A6254	BE_86 	Block3	Stim27	CSES	1	CS	1660	3.220108088	Eng	CS	supsw
A6255	BE_26	Block3	Stim29	CSES	0	ML	1139	3.056523724	Eng	CS	nonsw
A6256	BE_86 	Block3	Stim28	CSES	1	CS	296	2.471291711	Eng	CS	supsw
A6257	BE_26	Block3	Stim03	CSES	0	ML	2672	3.426836454	Eng	CS	nonsw
A6258	BE_86 	Block3	Stim29	CSES	1	CS	670	2.826074803	Eng	CS	supsw
A6259	BE_26	Block3	Stim32	CSES	0	ML	310	2.491361694	Eng	CS	nonsw
A6260	BE_86 	Block3	Stim03	CSES	1	CS	701	2.845718018	Eng	CS	supsw
A6261	BE_26	Block3	Stim13	CSSE	0	ML	4729	3.674769314	Sp	CS	nonsw
A6262	BE_86 	Block3	Stim18	CSSE	1	CS	826	2.916980047	Sp	CS	supsw
A6263	BE_26	Block3	Stim18	CSSE	0	ML	252	2.401400541	Sp	CS	nonsw
A6264	BE_86 	Block3	Stim23	CSSE	1	CS	1140	3.056904851	Sp	CS	supsw
A6265	BE_26	Block3	Stim22	CSSE	0	ML	1742	3.241048151	Sp	CS	nonsw
A6266	BE_86 	Block3	Stim30	CSSE	1	CS	1650	3.217483944	Sp	CS	supsw
A6267	BE_26	Block3	Stim23	CSSE	1	CS	1072	3.030194785	Sp	CS	nonsw
A6268	BE_86 	Block3	Stim36	CSSE	1	CS	1320	3.120573931	Sp	CS	supsw
A6269	BE_26	Block3	Stim24	CSSE	0	ML	5017	3.700444101	Sp	CS	nonsw
A6270	BE_86 	Block3	Stim04	CSSE	1	CS	716	2.854913022	Sp	CS	supsw
A6271	BE_26	Block3	Stim30	CSSE	0	ML	1123	3.050379756	Sp	CS	nonsw
A6272	BE_86 	Block3	Stim06	CSSE	1	CS	931	2.968949681	Sp	CS	supsw
A6273	BE_26	Block3	Stim36	CSSE	1	CS	1650	3.217483944	Sp	CS	nonsw
A6274	BE_86 	Block3	Stim13	CSSE	0	ML	1668	3.222196046	Sp	CS	supsw
A6275	BE_26	Block3	Stim04	CSSE	0	ML	1224	3.087781418	Sp	CS	nonsw
A6276	BE_86 	Block3	Stim22	CSSE	0	ML	1021	3.009025742	Sp	CS	supsw
A6277	BE_26	Block3	Stim05	CSSE	0	ML	343	2.53529412	Sp	CS	nonsw
A6278	BE_86 	Block3	Stim24	CSSE	0	ML	1178	3.07114529	Sp	CS	supsw
A6279	BE_26	Block3	Stim06	CSSE	1	CS	2249	3.351989455	Sp	CS	nonsw
A6280	BE_86 	Block3	Stim05	CSSE	0	ML	1833	3.263162465	Sp	CS	supsw
A6281	BE_26	Block3	Stim14	E	1	ML	335	2.525044807	Eng	ML	nonsw
A6282	BE_86 	Block3	Stim14	E	1	ML	1199	3.078819183	Eng	ML	supsw
A6283	BE_26	Block3	Stim15	E	1	ML	3421	3.534153074	Eng	ML	nonsw
A6284	BE_86 	Block3	Stim15	E	1	ML	1844	3.265760917	Eng	ML	supsw
