"Item"	"Subject"	"Block"	"Stimuli"	"Context"	"Correct"	"Response"	"RT"	"RT_log"	"Lg_Heard"	"Main_Context"	"Group"
"2308"	"A2308"	"BE_34"	"Block1"	"Stim31"	"S"	0	"CS"	527	2.721810615	"Sp"	"ML"	"supsw"
"2309"	"A2309"	"BE_13"	"Block1"	"Stim20"	"S"	1	"ML"	1749	3.242789809	"Sp"	"ML"	"nonsw"
"2310"	"A2310"	"BE_34"	"Block1"	"Stim07"	"S"	0	"CS"	534	2.727541257	"Sp"	"ML"	"supsw"
"2311"	"A2311"	"BE_13"	"Block1"	"Stim25"	"S"	1	"ML"	1868	3.271376872	"Sp"	"ML"	"nonsw"
"2312"	"A2312"	"BE_34"	"Block1"	"Stim09"	"S"	0	"CS"	2795	3.446381812	"Sp"	"ML"	"supsw"
"2313"	"A2313"	"BE_13"	"Block1"	"Stim31"	"S"	0	"CS"	1261	3.100715087	"Sp"	"ML"	"nonsw"
"2314"	"A2314"	"BE_34"	"Block1"	"Stim11"	"S"	1	"ML"	2031	3.307709923	"Sp"	"ML"	"supsw"
"2315"	"A2315"	"BE_13"	"Block1"	"Stim07"	"S"	0	"CS"	2838	3.453012391	"Sp"	"ML"	"nonsw"
"2316"	"A2316"	"BE_34"	"Block1"	"Stim19"	"S"	1	"ML"	3306	3.519302849	"Sp"	"ML"	"supsw"
"2317"	"A2317"	"BE_13"	"Block1"	"Stim08"	"S"	1	"ML"	2183	3.339053736	"Sp"	"ML"	"nonsw"
"2318"	"A2318"	"BE_34"	"Block1"	"Stim25"	"S"	1	"ML"	1596	3.203032887	"Sp"	"ML"	"supsw"
"2319"	"A2319"	"BE_13"	"Block1"	"Stim09"	"S"	1	"ML"	1221	3.086715664	"Sp"	"ML"	"nonsw"
"2320"	"A2320"	"BE_34"	"Block1"	"Stim08"	"S"	1	"ML"	3158	3.499412126	"Sp"	"ML"	"supsw"
"2321"	"A2321"	"BE_13"	"Block2"	"Stim01"	"CSES"	0	"ML"	1856	3.268577972	"Eng"	"CS"	"nonsw"
"2322"	"A2322"	"BE_34"	"Block2"	"Stim01"	"CSES"	1	"CS"	368	2.565847819	"Eng"	"CS"	"supsw"
"2323"	"A2323"	"BE_13"	"Block2"	"Stim17"	"CSES"	0	"ML"	1567	3.195068996	"Eng"	"CS"	"nonsw"
"2324"	"A2324"	"BE_34"	"Block2"	"Stim17"	"CSES"	1	"CS"	2259	3.353916231	"Eng"	"CS"	"supsw"
"2325"	"A2325"	"BE_13"	"Block2"	"Stim02"	"CSES"	0	"ML"	1529	3.184407485	"Eng"	"CS"	"nonsw"
"2326"	"A2326"	"BE_34"	"Block2"	"Stim21"	"CSES"	1	"CS"	634	2.802089258	"Eng"	"CS"	"supsw"
"2327"	"A2327"	"BE_13"	"Block2"	"Stim21"	"CSES"	0	"ML"	1139	3.056523724	"Eng"	"CS"	"nonsw"
"2328"	"A2328"	"BE_34"	"Block2"	"Stim26"	"CSES"	1	"CS"	877	2.942999593	"Eng"	"CS"	"supsw"
"2329"	"A2329"	"BE_13"	"Block2"	"Stim26"	"CSES"	1	"CS"	1897	3.278067331	"Eng"	"CS"	"nonsw"
"2330"	"A2330"	"BE_34"	"Block2"	"Stim27"	"CSES"	1	"CS"	1004	3.001733713	"Eng"	"CS"	"supsw"
"2331"	"A2331"	"BE_13"	"Block2"	"Stim27"	"CSES"	0	"ML"	1645	3.216165902	"Eng"	"CS"	"nonsw"
"2332"	"A2332"	"BE_34"	"Block2"	"Stim28"	"CSES"	1	"CS"	5858	3.767749367	"Eng"	"CS"	"supsw"
"2333"	"A2333"	"BE_13"	"Block2"	"Stim28"	"CSES"	1	"CS"	1243	3.094471129	"Eng"	"CS"	"nonsw"
"2334"	"A2334"	"BE_34"	"Block2"	"Stim29"	"CSES"	1	"CS"	992	2.996511672	"Eng"	"CS"	"supsw"
"2335"	"A2335"	"BE_13"	"Block2"	"Stim29"	"CSES"	0	"ML"	1580	3.198657087	"Eng"	"CS"	"nonsw"
"2336"	"A2336"	"BE_34"	"Block2"	"Stim03"	"CSES"	1	"CS"	5955	3.774881766	"Eng"	"CS"	"supsw"
"2337"	"A2337"	"BE_13"	"Block2"	"Stim03"	"CSES"	0	"ML"	1112	3.046104787	"Eng"	"CS"	"nonsw"
"2338"	"A2338"	"BE_34"	"Block2"	"Stim32"	"CSES"	1	"CS"	2082	3.318480725	"Eng"	"CS"	"supsw"
"2339"	"A2339"	"BE_13"	"Block2"	"Stim32"	"CSES"	0	"ML"	1441	3.158663981	"Eng"	"CS"	"nonsw"
"2340"	"A2340"	"BE_34"	"Block2"	"Stim02"	"CSES"	0	"ML"	692	2.840106094	"Eng"	"CS"	"supsw"
"2341"	"A2341"	"BE_13"	"Block2"	"Stim13"	"CSSE"	1	"CS"	2277	3.357363031	"Sp"	"CS"	"nonsw"
"2342"	"A2342"	"BE_34"	"Block2"	"Stim13"	"CSSE"	1	"CS"	2542	3.405175546	"Sp"	"CS"	"supsw"
"2343"	"A2343"	"BE_13"	"Block2"	"Stim18"	"CSSE"	0	"ML"	2068	3.315550534	"Sp"	"CS"	"nonsw"
"2344"	"A2344"	"BE_34"	"Block2"	"Stim18"	"CSSE"	1	"CS"	3187	3.503382063	"Sp"	"CS"	"supsw"
"2345"	"A2345"	"BE_13"	"Block2"	"Stim22"	"CSSE"	0	"ML"	822	2.914871818	"Sp"	"CS"	"nonsw"
"2346"	"A2346"	"BE_34"	"Block2"	"Stim22"	"CSSE"	1	"CS"	629	2.798650645	"Sp"	"CS"	"supsw"
"2347"	"A2347"	"BE_13"	"Block2"	"Stim23"	"CSSE"	0	"ML"	3084	3.489114369	"Sp"	"CS"	"nonsw"
"2348"	"A2348"	"BE_34"	"Block2"	"Stim23"	"CSSE"	1	"CS"	1121	3.049605613	"Sp"	"CS"	"supsw"
"2349"	"A2349"	"BE_13"	"Block2"	"Stim24"	"CSSE"	0	"ML"	1326	3.122543524	"Sp"	"CS"	"nonsw"
"2350"	"A2350"	"BE_34"	"Block2"	"Stim24"	"CSSE"	1	"CS"	633	2.80140371	"Sp"	"CS"	"supsw"
"2351"	"A2351"	"BE_13"	"Block2"	"Stim30"	"CSSE"	0	"ML"	1959	3.292034436	"Sp"	"CS"	"nonsw"
"2352"	"A2352"	"BE_34"	"Block2"	"Stim30"	"CSSE"	1	"CS"	2997	3.476686743	"Sp"	"CS"	"supsw"
"2353"	"A2353"	"BE_13"	"Block2"	"Stim36"	"CSSE"	0	"ML"	1016	3.006893708	"Sp"	"CS"	"nonsw"
"2354"	"A2354"	"BE_34"	"Block2"	"Stim36"	"CSSE"	1	"CS"	392	2.593286067	"Sp"	"CS"	"supsw"
"2355"	"A2355"	"BE_13"	"Block2"	"Stim04"	"CSSE"	0	"ML"	2611	3.416806872	"Sp"	"CS"	"nonsw"
"2357"	"A2357"	"BE_13"	"Block2"	"Stim05"	"CSSE"	0	"ML"	4361	3.639586087	"Sp"	"CS"	"nonsw"
"2358"	"A2358"	"BE_34"	"Block2"	"Stim06"	"CSSE"	1	"CS"	354	2.549003262	"Sp"	"CS"	"supsw"
"2359"	"A2359"	"BE_13"	"Block2"	"Stim06"	"CSSE"	0	"ML"	1010	3.004321374	"Sp"	"CS"	"nonsw"
"2360"	"A2360"	"BE_34"	"Block2"	"Stim05"	"CSSE"	0	"ML"	1087	3.036229544	"Sp"	"CS"	"supsw"
"2361"	"A2361"	"BE_13"	"Block2"	"Stim14"	"E"	1	"ML"	1279	3.106870544	"Eng"	"ML"	"nonsw"
"2362"	"A2362"	"BE_34"	"Block2"	"Stim14"	"E"	0	"CS"	669	2.825426118	"Eng"	"ML"	"supsw"
"2363"	"A2363"	"BE_13"	"Block2"	"Stim15"	"E"	1	"ML"	1704	3.23146959	"Eng"	"ML"	"nonsw"
"2364"	"A2364"	"BE_34"	"Block2"	"Stim15"	"E"	0	"CS"	7045	3.847880997	"Eng"	"ML"	"supsw"
"2365"	"A2365"	"BE_13"	"Block2"	"Stim16"	"E"	1	"ML"	2878	3.45909079	"Eng"	"ML"	"nonsw"
"2366"	"A2366"	"BE_34"	"Block2"	"Stim33"	"E"	0	"CS"	901	2.954724791	"Eng"	"ML"	"supsw"
"2367"	"A2367"	"BE_13"	"Block2"	"Stim33"	"E"	1	"ML"	4185	3.621695462	"Eng"	"ML"	"nonsw"
"2368"	"A2368"	"BE_34"	"Block2"	"Stim34"	"E"	0	"CS"	11455	4.058995094	"Eng"	"ML"	"supsw"
"2369"	"A2369"	"BE_13"	"Block2"	"Stim34"	"E"	1	"ML"	866	2.937517892	"Eng"	"ML"	"nonsw"
"2370"	"A2370"	"BE_34"	"Block2"	"Stim35"	"E"	0	"CS"	3595	3.555698895	"Eng"	"ML"	"supsw"
"2371"	"A2371"	"BE_13"	"Block2"	"Stim35"	"E"	1	"ML"	1129	3.052693942	"Eng"	"ML"	"nonsw"
"2372"	"A2372"	"BE_34"	"Block2"	"Stim37"	"E"	0	"CS"	2664	3.42553422	"Eng"	"ML"	"supsw"
"2373"	"A2373"	"BE_13"	"Block2"	"Stim37"	"E"	1	"ML"	1551	3.190611798	"Eng"	"ML"	"nonsw"
"2374"	"A2374"	"BE_34"	"Block2"	"Stim38"	"E"	0	"CS"	812	2.909556029	"Eng"	"ML"	"supsw"
"2375"	"A2375"	"BE_13"	"Block2"	"Stim38"	"E"	1	"ML"	919	2.963315511	"Eng"	"ML"	"nonsw"
"2376"	"A2376"	"BE_34"	"Block2"	"Stim39"	"E"	0	"CS"	1157	3.063333359	"Eng"	"ML"	"supsw"
"2377"	"A2377"	"BE_13"	"Block2"	"Stim39"	"E"	1	"ML"	1508	3.178401342	"Eng"	"ML"	"nonsw"
"2379"	"A2379"	"BE_13"	"Block2"	"Stim40"	"E"	1	"ML"	1327	3.122870923	"Eng"	"ML"	"nonsw"
"2380"	"A2380"	"BE_34"	"Block2"	"Stim16"	"E"	1	"ML"	3086	3.489395922	"Eng"	"ML"	"supsw"
"2381"	"A2381"	"BE_13"	"Block2"	"Stim10"	"S"	1	"ML"	1728	3.237543738	"Sp"	"ML"	"nonsw"
"2382"	"A2382"	"BE_34"	"Block2"	"Stim10"	"S"	0	"CS"	1376	3.138618434	"Sp"	"ML"	"supsw"
"2383"	"A2383"	"BE_13"	"Block2"	"Stim11"	"S"	1	"ML"	2574	3.410608543	"Sp"	"ML"	"nonsw"
"2384"	"A2384"	"BE_34"	"Block2"	"Stim11"	"S"	0	"CS"	385	2.58546073	"Sp"	"ML"	"supsw"
"2385"	"A2385"	"BE_13"	"Block2"	"Stim12"	"S"	1	"ML"	1069	3.028977705	"Sp"	"ML"	"nonsw"
"2386"	"A2386"	"BE_34"	"Block2"	"Stim12"	"S"	0	"CS"	4222	3.625518229	"Sp"	"ML"	"supsw"
"2387"	"A2387"	"BE_13"	"Block2"	"Stim19"	"S"	1	"ML"	1292	3.111262514	"Sp"	"ML"	"nonsw"
"2388"	"A2388"	"BE_34"	"Block2"	"Stim19"	"S"	0	"CS"	478	2.679427897	"Sp"	"ML"	"supsw"
"2389"	"A2389"	"BE_13"	"Block2"	"Stim20"	"S"	1	"ML"	408	2.610660163	"Sp"	"ML"	"nonsw"
"2390"	"A2390"	"BE_34"	"Block2"	"Stim20"	"S"	0	"CS"	1213	3.083860801	"Sp"	"ML"	"supsw"
"2391"	"A2391"	"BE_13"	"Block2"	"Stim25"	"S"	1	"ML"	1285	3.108903128	"Sp"	"ML"	"nonsw"
"2392"	"A2392"	"BE_34"	"Block2"	"Stim25"	"S"	0	"CS"	325	2.511883361	"Sp"	"ML"	"supsw"
"2393"	"A2393"	"BE_13"	"Block2"	"Stim31"	"S"	1	"ML"	1536	3.186391216	"Sp"	"ML"	"nonsw"
"2394"	"A2394"	"BE_34"	"Block2"	"Stim31"	"S"	0	"CS"	2239	3.350054094	"Sp"	"ML"	"supsw"
"2395"	"A2395"	"BE_13"	"Block2"	"Stim07"	"S"	0	"CS"	3140	3.496929648	"Sp"	"ML"	"nonsw"
"2396"	"A2396"	"BE_34"	"Block2"	"Stim07"	"S"	0	"CS"	1537	3.186673867	"Sp"	"ML"	"supsw"
"2397"	"A2397"	"BE_13"	"Block2"	"Stim08"	"S"	0	"CS"	3213	3.506910726	"Sp"	"ML"	"nonsw"
"2398"	"A2398"	"BE_34"	"Block2"	"Stim08"	"S"	0	"CS"	695	2.841984805	"Sp"	"ML"	"supsw"
"2399"	"A2399"	"BE_13"	"Block2"	"Stim09"	"S"	1	"ML"	1095	3.039414119	"Sp"	"ML"	"nonsw"
"2400"	"A2400"	"BE_34"	"Block2"	"Stim09"	"S"	1	"ML"	2025	3.306425028	"Sp"	"ML"	"supsw"
"2401"	"A2401"	"BE_13"	"Block3"	"Stim01"	"CSES"	0	"ML"	661	2.820201459	"Eng"	"CS"	"nonsw"
"2402"	"A2402"	"BE_34"	"Block3"	"Stim17"	"CSES"	1	"CS"	2925	3.46612587	"Eng"	"CS"	"supsw"
"2403"	"A2403"	"BE_13"	"Block3"	"Stim17"	"CSES"	0	"ML"	1583	3.199480915	"Eng"	"CS"	"nonsw"
"2404"	"A2404"	"BE_34"	"Block3"	"Stim27"	"CSES"	1	"CS"	1766	3.246990699	"Eng"	"CS"	"supsw"
"2405"	"A2405"	"BE_13"	"Block3"	"Stim02"	"CSES"	0	"ML"	1392	3.143639235	"Eng"	"CS"	"nonsw"
"2406"	"A2406"	"BE_34"	"Block3"	"Stim29"	"CSES"	1	"CS"	1007	3.003029471	"Eng"	"CS"	"supsw"
"2407"	"A2407"	"BE_13"	"Block3"	"Stim21"	"CSES"	0	"ML"	1247	3.095866453	"Eng"	"CS"	"nonsw"
"2408"	"A2408"	"BE_34"	"Block3"	"Stim01"	"CSES"	0	"ML"	345	2.537819095	"Eng"	"CS"	"supsw"
"2409"	"A2409"	"BE_13"	"Block3"	"Stim26"	"CSES"	0	"ML"	1862	3.269979677	"Eng"	"CS"	"nonsw"
"2410"	"A2410"	"BE_34"	"Block3"	"Stim02"	"CSES"	0	"ML"	1835	3.263636069	"Eng"	"CS"	"supsw"
"2411"	"A2411"	"BE_13"	"Block3"	"Stim27"	"CSES"	0	"ML"	477	2.678518379	"Eng"	"CS"	"nonsw"
"2412"	"A2412"	"BE_34"	"Block3"	"Stim21"	"CSES"	0	"ML"	431	2.63447727	"Eng"	"CS"	"supsw"
"2413"	"A2413"	"BE_13"	"Block3"	"Stim28"	"CSES"	0	"ML"	1104	3.042969073	"Eng"	"CS"	"nonsw"
"2414"	"A2414"	"BE_34"	"Block3"	"Stim26"	"CSES"	0	"ML"	1815	3.258876629	"Eng"	"CS"	"supsw"
"2415"	"A2415"	"BE_13"	"Block3"	"Stim29"	"CSES"	0	"ML"	1798	3.254789687	"Eng"	"CS"	"nonsw"
"2416"	"A2416"	"BE_34"	"Block3"	"Stim28"	"CSES"	0	"ML"	793	2.899273187	"Eng"	"CS"	"supsw"
"2417"	"A2417"	"BE_13"	"Block3"	"Stim03"	"CSES"	0	"ML"	866	2.937517892	"Eng"	"CS"	"nonsw"
"2418"	"A2418"	"BE_34"	"Block3"	"Stim03"	"CSES"	0	"ML"	1730	3.238046103	"Eng"	"CS"	"supsw"
"2419"	"A2419"	"BE_13"	"Block3"	"Stim32"	"CSES"	0	"ML"	1375	3.138302698	"Eng"	"CS"	"nonsw"
"2421"	"A2421"	"BE_13"	"Block3"	"Stim13"	"CSSE"	0	"ML"	968	2.985875357	"Sp"	"CS"	"nonsw"
"2422"	"A2422"	"BE_34"	"Block3"	"Stim13"	"CSSE"	1	"CS"	7568	3.878981123	"Sp"	"CS"	"supsw"
"2423"	"A2423"	"BE_13"	"Block3"	"Stim18"	"CSSE"	1	"CS"	2203	3.343014497	"Sp"	"CS"	"nonsw"
"2424"	"A2424"	"BE_34"	"Block3"	"Stim22"	"CSSE"	1	"CS"	536	2.72916479	"Sp"	"CS"	"supsw"
"2425"	"A2425"	"BE_13"	"Block3"	"Stim22"	"CSSE"	0	"ML"	2065	3.314920056	"Sp"	"CS"	"nonsw"
"2426"	"A2426"	"BE_34"	"Block3"	"Stim23"	"CSSE"	1	"CS"	2005	3.302114377	"Sp"	"CS"	"supsw"
"2427"	"A2427"	"BE_13"	"Block3"	"Stim23"	"CSSE"	0	"ML"	1403	3.147057671	"Sp"	"CS"	"nonsw"
"2428"	"A2428"	"BE_34"	"Block3"	"Stim24"	"CSSE"	1	"CS"	3176	3.501880494	"Sp"	"CS"	"supsw"
"2429"	"A2429"	"BE_13"	"Block3"	"Stim24"	"CSSE"	0	"ML"	1149	3.060320029	"Sp"	"CS"	"nonsw"
"2430"	"A2430"	"BE_34"	"Block3"	"Stim30"	"CSSE"	1	"CS"	1080	3.033423755	"Sp"	"CS"	"supsw"
"2431"	"A2431"	"BE_13"	"Block3"	"Stim30"	"CSSE"	0	"ML"	1848	3.266701967	"Sp"	"CS"	"nonsw"
"2432"	"A2432"	"BE_34"	"Block3"	"Stim04"	"CSSE"	1	"CS"	1970	3.294466226	"Sp"	"CS"	"supsw"
"2433"	"A2433"	"BE_13"	"Block3"	"Stim36"	"CSSE"	0	"ML"	430	2.633468456	"Sp"	"CS"	"nonsw"
"2434"	"A2434"	"BE_34"	"Block3"	"Stim05"	"CSSE"	1	"CS"	1654	3.218535505	"Sp"	"CS"	"supsw"
"2435"	"A2435"	"BE_13"	"Block3"	"Stim04"	"CSSE"	0	"ML"	476	2.677606953	"Sp"	"CS"	"nonsw"
"2436"	"A2436"	"BE_34"	"Block3"	"Stim18"	"CSSE"	0	"ML"	3040	3.482873584	"Sp"	"CS"	"supsw"
"2437"	"A2437"	"BE_13"	"Block3"	"Stim05"	"CSSE"	0	"ML"	1520	3.181843588	"Sp"	"CS"	"nonsw"
"2438"	"A2438"	"BE_34"	"Block3"	"Stim36"	"CSSE"	0	"ML"	1822	3.260548373	"Sp"	"CS"	"supsw"
"2439"	"A2439"	"BE_13"	"Block3"	"Stim06"	"CSSE"	0	"ML"	2324	3.366236124	"Sp"	"CS"	"nonsw"
"2440"	"A2440"	"BE_34"	"Block3"	"Stim06"	"CSSE"	0	"ML"	530	2.72427587	"Sp"	"CS"	"supsw"
"2441"	"A2441"	"BE_13"	"Block3"	"Stim14"	"E"	1	"ML"	2803	3.447623098	"Eng"	"ML"	"nonsw"
"2442"	"A2442"	"BE_34"	"Block3"	"Stim16"	"E"	0	"CS"	7431	3.871047261	"Eng"	"ML"	"supsw"
"2443"	"A2443"	"BE_13"	"Block3"	"Stim15"	"E"	1	"ML"	1083	3.034628457	"Eng"	"ML"	"nonsw"
"2444"	"A2444"	"BE_34"	"Block3"	"Stim35"	"E"	0	"CS"	4025	3.604765885	"Eng"	"ML"	"supsw"
"2445"	"A2445"	"BE_13"	"Block3"	"Stim16"	"E"	1	"ML"	1322	3.121231455	"Eng"	"ML"	"nonsw"
"2446"	"A2446"	"BE_34"	"Block3"	"Stim40"	"E"	0	"CS"	587	2.768638101	"Eng"	"ML"	"supsw"
"2447"	"A2447"	"BE_13"	"Block3"	"Stim33"	"E"	1	"ML"	1429	3.155032229	"Eng"	"ML"	"nonsw"
"2448"	"A2448"	"BE_34"	"Block3"	"Stim14"	"E"	1	"ML"	1885	3.275311355	"Eng"	"ML"	"supsw"
"2449"	"A2449"	"BE_13"	"Block3"	"Stim34"	"E"	1	"ML"	1189	3.075181855	"Eng"	"ML"	"nonsw"
"2450"	"A2450"	"BE_34"	"Block3"	"Stim15"	"E"	1	"ML"	6648	3.822691011	"Eng"	"ML"	"supsw"
"2451"	"A2451"	"BE_13"	"Block3"	"Stim35"	"E"	1	"ML"	923	2.965201701	"Eng"	"ML"	"nonsw"
"2452"	"A2452"	"BE_34"	"Block3"	"Stim33"	"E"	1	"ML"	860	2.934498451	"Eng"	"ML"	"supsw"
"2453"	"A2453"	"BE_13"	"Block3"	"Stim37"	"E"	1	"ML"	1464	3.165541077	"Eng"	"ML"	"nonsw"
"2454"	"A2454"	"BE_34"	"Block3"	"Stim34"	"E"	1	"ML"	768	2.88536122	"Eng"	"ML"	"supsw"
"2455"	"A2455"	"BE_13"	"Block3"	"Stim38"	"E"	1	"ML"	753	2.876794976	"Eng"	"ML"	"nonsw"
"2456"	"A2456"	"BE_34"	"Block3"	"Stim37"	"E"	1	"ML"	1737	3.239799818	"Eng"	"ML"	"supsw"
"2457"	"A2457"	"BE_13"	"Block3"	"Stim39"	"E"	1	"ML"	1225	3.088136089	"Eng"	"ML"	"nonsw"
"2458"	"A2458"	"BE_34"	"Block3"	"Stim38"	"E"	1	"ML"	3728	3.571475904	"Eng"	"ML"	"supsw"
"2459"	"A2459"	"BE_13"	"Block3"	"Stim40"	"E"	1	"ML"	2296	3.360971884	"Eng"	"ML"	"nonsw"
"2460"	"A2460"	"BE_34"	"Block3"	"Stim39"	"E"	1	"ML"	800	2.903089987	"Eng"	"ML"	"supsw"
"2461"	"A2461"	"BE_13"	"Block3"	"Stim10"	"S"	1	"ML"	1477	3.169380495	"Sp"	"ML"	"nonsw"
"2462"	"A2462"	"BE_34"	"Block3"	"Stim11"	"S"	0	"CS"	2423	3.384353414	"Sp"	"ML"	"supsw"
"2463"	"A2463"	"BE_13"	"Block3"	"Stim11"	"S"	1	"ML"	505	2.703291378	"Sp"	"ML"	"nonsw"
"2464"	"A2464"	"BE_34"	"Block3"	"Stim12"	"S"	0	"CS"	4581	3.660960292	"Sp"	"ML"	"supsw"
"2465"	"A2465"	"BE_13"	"Block3"	"Stim12"	"S"	1	"ML"	528	2.722633923	"Sp"	"ML"	"nonsw"
"2466"	"A2466"	"BE_34"	"Block3"	"Stim08"	"S"	0	"CS"	1748	3.242541428	"Sp"	"ML"	"supsw"
"2467"	"A2467"	"BE_13"	"Block3"	"Stim19"	"S"	1	"ML"	614	2.788168371	"Sp"	"ML"	"nonsw"
"2468"	"A2468"	"BE_34"	"Block3"	"Stim09"	"S"	0	"CS"	1378	3.139249218	"Sp"	"ML"	"supsw"
"2469"	"A2469"	"BE_13"	"Block3"	"Stim20"	"S"	1	"ML"	409	2.611723308	"Sp"	"ML"	"nonsw"
"2470"	"A2470"	"BE_34"	"Block3"	"Stim10"	"S"	1	"ML"	6626	3.821251432	"Sp"	"ML"	"supsw"
"2471"	"A2471"	"BE_13"	"Block3"	"Stim25"	"S"	1	"ML"	440	2.643452676	"Sp"	"ML"	"nonsw"
"2472"	"A2472"	"BE_34"	"Block3"	"Stim19"	"S"	1	"ML"	3483	3.541953474	"Sp"	"ML"	"supsw"
"2473"	"A2473"	"BE_13"	"Block3"	"Stim31"	"S"	1	"ML"	3174	3.501606922	"Sp"	"ML"	"nonsw"
"2474"	"A2474"	"BE_34"	"Block3"	"Stim20"	"S"	1	"ML"	1636	3.213783299	"Sp"	"ML"	"supsw"
"2475"	"A2475"	"BE_13"	"Block3"	"Stim07"	"S"	1	"ML"	1010	3.004321374	"Sp"	"ML"	"nonsw"
"2476"	"A2476"	"BE_34"	"Block3"	"Stim25"	"S"	1	"ML"	601	2.778874472	"Sp"	"ML"	"supsw"
"2477"	"A2477"	"BE_13"	"Block3"	"Stim08"	"S"	1	"ML"	1229	3.089551883	"Sp"	"ML"	"nonsw"
"2478"	"A2478"	"BE_34"	"Block3"	"Stim31"	"S"	1	"ML"	3665	3.564073979	"Sp"	"ML"	"supsw"
"2479"	"A2479"	"BE_13"	"Block3"	"Stim09"	"S"	1	"ML"	537	2.729974286	"Sp"	"ML"	"nonsw"
"2480"	"A2480"	"BE_34"	"Block3"	"Stim07"	"S"	1	"ML"	2378	3.37621185	"Sp"	"ML"	"supsw"
"2481"	"A2481"	"BE_13"	"Block4"	"Stim01"	"CSES"	0	"ML"	1361	3.133858125	"Eng"	"CS"	"nonsw"
"2482"	"A2482"	"BE_34"	"Block4"	"Stim21"	"CSES"	1	"CS"	953	2.979092901	"Eng"	"CS"	"supsw"
"2483"	"A2483"	"BE_13"	"Block4"	"Stim17"	"CSES"	1	"CS"	767	2.884795364	"Eng"	"CS"	"nonsw"
"2484"	"A2484"	"BE_34"	"Block4"	"Stim27"	"CSES"	1	"CS"	355	2.550228353	"Eng"	"CS"	"supsw"
"2485"	"A2485"	"BE_13"	"Block4"	"Stim02"	"CSES"	0	"ML"	907	2.957607287	"Eng"	"CS"	"nonsw"
"2486"	"A2486"	"BE_34"	"Block4"	"Stim28"	"CSES"	1	"CS"	349	2.542825427	"Eng"	"CS"	"supsw"
"2487"	"A2487"	"BE_13"	"Block4"	"Stim21"	"CSES"	1	"CS"	1405	3.147676324	"Eng"	"CS"	"nonsw"
"2488"	"A2488"	"BE_34"	"Block4"	"Stim01"	"CSES"	0	"ML"	382	2.582063363	"Eng"	"CS"	"supsw"
"2489"	"A2489"	"BE_13"	"Block4"	"Stim26"	"CSES"	1	"CS"	565	2.752048448	"Eng"	"CS"	"nonsw"
"2490"	"A2490"	"BE_34"	"Block4"	"Stim17"	"CSES"	0	"ML"	571	2.756636108	"Eng"	"CS"	"supsw"
"2491"	"A2491"	"BE_13"	"Block4"	"Stim27"	"CSES"	1	"CS"	498	2.697229343	"Eng"	"CS"	"nonsw"
"2492"	"A2492"	"BE_34"	"Block4"	"Stim02"	"CSES"	0	"ML"	4067	3.609274172	"Eng"	"CS"	"supsw"
"2493"	"A2493"	"BE_13"	"Block4"	"Stim28"	"CSES"	0	"ML"	1668	3.222196046	"Eng"	"CS"	"nonsw"
"2494"	"A2494"	"BE_34"	"Block4"	"Stim26"	"CSES"	0	"ML"	791	2.898176483	"Eng"	"CS"	"supsw"
"2495"	"A2495"	"BE_13"	"Block4"	"Stim29"	"CSES"	0	"ML"	1025	3.010723865	"Eng"	"CS"	"nonsw"
"2496"	"A2496"	"BE_34"	"Block4"	"Stim29"	"CSES"	0	"ML"	2308	3.363235804	"Eng"	"CS"	"supsw"
"2497"	"A2497"	"BE_13"	"Block4"	"Stim03"	"CSES"	0	"ML"	915	2.961421094	"Eng"	"CS"	"nonsw"
"2498"	"A2498"	"BE_34"	"Block4"	"Stim03"	"CSES"	0	"ML"	2305	3.36267093	"Eng"	"CS"	"supsw"
"2499"	"A2499"	"BE_13"	"Block4"	"Stim32"	"CSES"	1	"CS"	705	2.848189117	"Eng"	"CS"	"nonsw"
"2500"	"A2500"	"BE_34"	"Block4"	"Stim32"	"CSES"	0	"ML"	1664	3.221153322	"Eng"	"CS"	"supsw"
"2501"	"A2501"	"BE_13"	"Block4"	"Stim13"	"CSSE"	1	"CS"	1477	3.169380495	"Sp"	"CS"	"nonsw"
"2502"	"A2502"	"BE_34"	"Block4"	"Stim04"	"CSSE"	1	"CS"	1081	3.033825694	"Sp"	"CS"	"supsw"
"2503"	"A2503"	"BE_13"	"Block4"	"Stim18"	"CSSE"	0	"ML"	824	2.915927212	"Sp"	"CS"	"nonsw"
"2504"	"A2504"	"BE_34"	"Block4"	"Stim13"	"CSSE"	0	"ML"	3038	3.48258777	"Sp"	"CS"	"supsw"
"2505"	"A2505"	"BE_13"	"Block4"	"Stim22"	"CSSE"	0	"ML"	1042	3.017867719	"Sp"	"CS"	"nonsw"
"2506"	"A2506"	"BE_34"	"Block4"	"Stim18"	"CSSE"	0	"ML"	761	2.881384657	"Sp"	"CS"	"supsw"
"2507"	"A2507"	"BE_13"	"Block4"	"Stim23"	"CSSE"	0	"ML"	2664	3.42553422	"Sp"	"CS"	"nonsw"
"2508"	"A2508"	"BE_34"	"Block4"	"Stim22"	"CSSE"	0	"ML"	1084	3.035029282	"Sp"	"CS"	"supsw"
"2509"	"A2509"	"BE_13"	"Block4"	"Stim24"	"CSSE"	0	"ML"	801	2.903632516	"Sp"	"CS"	"nonsw"
"2510"	"A2510"	"BE_34"	"Block4"	"Stim23"	"CSSE"	0	"ML"	623	2.794488047	"Sp"	"CS"	"supsw"
